723|723-20211206100000|20211206|1000|0100||||||||||||||||||||| 
723|723-20211206110000|20211206|1100|0100||||||||||||||||||||| 
723|723-20211206120000|20211206|1200|0055||||||||||||||||||||| 
723|723-20211206125500|20211206|1255|0110||||||||||||||||||||| 
723|723-20211206140500|20211206|1405|0100||||||||||||||||||||| 
723|723-20211206150500|20211206|1505|0030||||||||||||||||||||| 
723|723-20211206153500|20211206|1535|0030||||||||||||||||||||| 
723|723-20211206160500|20211206|1605|0030||||||||||||||||||||| 
723|723-20211206163500|20211206|1635|0030||||||||||||||||||||| 
723|723-20211206170500|20211206|1705|0100||||||||||||||||||||| 
723|723-20211206180500|20211206|1805|0100||||||||||||||||||||| 
723|723-20211206190500|20211206|1905|0055||||||||||||||||||||| 
723|723-20211206200000|20211206|2000|0100||||||||||||||||||||| 
723|723-20211206210000|20211206|2100|0105||||||||||||||||||||| 
723|723-20211206220500|20211206|2205|0100||||||||||||||||||||| 
723|723-20211206230500|20211206|2305|0030||||||||||||||||||||| 
723|723-20211206233500|20211206|2335|0030||||||||||||||||||||| 
723|723-20211207000500|20211207|0005|0050||||||||||||||||||||| 
723|723-20211207005500|20211207|0055|0050||||||||||||||||||||| 
723|723-20211207014500|20211207|0145|0045||||||||||||||||||||| 
723|723-20211207023000|20211207|0230|0050||||||||||||||||||||| 
723|723-20211207032000|20211207|0320|0050||||||||||||||||||||| 
723|723-20211207041000|20211207|0410|0050||||||||||||||||||||| 
723|723-20211207050000|20211207|0500|0050||||||||||||||||||||| 
723|723-20211207055000|20211207|0550|0110||||||||||||||||||||| 
723|723-20211207070000|20211207|0700|0100||||||||||||||||||||| 
723|723-20211207080000|20211207|0800|0100||||||||||||||||||||| 
723|723-20211207090000|20211207|0900|0030||||||||||||||||||||| 
723|723-20211207093000|20211207|0930|0030||||||||||||||||||||| 
723|723-20211207100000|20211207|1000|0100||||||||||||||||||||| 
723|723-20211207110000|20211207|1100|0100||||||||||||||||||||| 
723|723-20211207120000|20211207|1200|0100||||||||||||||||||||| 
723|723-20211207130000|20211207|1300|0105||||||||||||||||||||| 
723|723-20211207140500|20211207|1405|0100||||||||||||||||||||| 
723|723-20211207150500|20211207|1505|0100||||||||||||||||||||| 
723|723-20211207160500|20211207|1605|0030||||||||||||||||||||| 
723|723-20211207163500|20211207|1635|0035||||||||||||||||||||| 
723|723-20211207171000|20211207|1710|0100||||||||||||||||||||| 
723|723-20211207181000|20211207|1810|0055||||||||||||||||||||| 
723|723-20211207190500|20211207|1905|0055||||||||||||||||||||| 
723|723-20211207200000|20211207|2000|0100||||||||||||||||||||| 
723|723-20211207210000|20211207|2100|0100||||||||||||||||||||| 
723|723-20211207220000|20211207|2200|0100||||||||||||||||||||| 
723|723-20211207230000|20211207|2300|0035||||||||||||||||||||| 
723|723-20211207233500|20211207|2335|0030||||||||||||||||||||| 
723|723-20211208000500|20211208|0005|0055||||||||||||||||||||| 
723|723-20211208010000|20211208|0100|0045||||||||||||||||||||| 
723|723-20211208014500|20211208|0145|0045||||||||||||||||||||| 
723|723-20211208023000|20211208|0230|0025||||||||||||||||||||| 
723|723-20211208025500|20211208|0255|0030||||||||||||||||||||| 
723|723-20211208032500|20211208|0325|0045||||||||||||||||||||| 
723|723-20211208041000|20211208|0410|0050||||||||||||||||||||| 
723|723-20211208050000|20211208|0500|0050||||||||||||||||||||| 
723|723-20211208055000|20211208|0550|0110||||||||||||||||||||| 
723|723-20211208070000|20211208|0700|0100||||||||||||||||||||| 
723|723-20211208080000|20211208|0800|0100||||||||||||||||||||| 
723|723-20211208090000|20211208|0900|0100||||||||||||||||||||| 
723|723-20211208100000|20211208|1000|0100||||||||||||||||||||| 
723|723-20211208110000|20211208|1100|0100||||||||||||||||||||| 
723|723-20211208120000|20211208|1200|0100||||||||||||||||||||| 
723|723-20211208130000|20211208|1300|0105||||||||||||||||||||| 
723|723-20211208140500|20211208|1405|0100||||||||||||||||||||| 
723|723-20211208150500|20211208|1505|0100||||||||||||||||||||| 
723|723-20211208160500|20211208|1605|0030||||||||||||||||||||| 
723|723-20211208163500|20211208|1635|0030||||||||||||||||||||| 
723|723-20211208170500|20211208|1705|0105||||||||||||||||||||| 
723|723-20211208181000|20211208|1810|0055||||||||||||||||||||| 
723|723-20211208190500|20211208|1905|0055||||||||||||||||||||| 
723|723-20211208200000|20211208|2000|0100||||||||||||||||||||| 
723|723-20211208210000|20211208|2100|0100||||||||||||||||||||| 
723|723-20211208220000|20211208|2200|0100||||||||||||||||||||| 
723|723-20211208230000|20211208|2300|0035||||||||||||||||||||| 
723|723-20211208233500|20211208|2335|0030||||||||||||||||||||| 
723|723-20211209000500|20211209|0005|0055||||||||||||||||||||| 
723|723-20211209010000|20211209|0100|0045||||||||||||||||||||| 
723|723-20211209014500|20211209|0145|0045||||||||||||||||||||| 
723|723-20211209023000|20211209|0230|0055||||||||||||||||||||| 
723|723-20211209032500|20211209|0325|0045||||||||||||||||||||| 
723|723-20211209041000|20211209|0410|0050||||||||||||||||||||| 
723|723-20211209050000|20211209|0500|0050||||||||||||||||||||| 
723|723-20211209055000|20211209|0550|0110||||||||||||||||||||| 
723|723-20211209070000|20211209|0700|0100||||||||||||||||||||| 
723|723-20211209080000|20211209|0800|0100||||||||||||||||||||| 
723|723-20211209090000|20211209|0900|0100||||||||||||||||||||| 
723|723-20211209100000|20211209|1000|0105||||||||||||||||||||| 
723|723-20211209110500|20211209|1105|0055||||||||||||||||||||| 
723|723-20211209120000|20211209|1200|0055||||||||||||||||||||| 
723|723-20211209125500|20211209|1255|0110||||||||||||||||||||| 
723|723-20211209140500|20211209|1405|0100||||||||||||||||||||| 
723|723-20211209150500|20211209|1505|0055||||||||||||||||||||| 
723|723-20211209160000|20211209|1600|0035||||||||||||||||||||| 
723|723-20211209163500|20211209|1635|0035||||||||||||||||||||| 
723|723-20211209171000|20211209|1710|0100||||||||||||||||||||| 
723|723-20211209181000|20211209|1810|0055||||||||||||||||||||| 
723|723-20211209190500|20211209|1905|0055||||||||||||||||||||| 
723|723-20211209200000|20211209|2000|0100||||||||||||||||||||| 
723|723-20211209210000|20211209|2100|0100||||||||||||||||||||| 
723|723-20211209220000|20211209|2200|0105||||||||||||||||||||| 
723|723-20211209230500|20211209|2305|0030||||||||||||||||||||| 
723|723-20211209233500|20211209|2335|0030||||||||||||||||||||| 
723|723-20211210000500|20211210|0005|0055||||||||||||||||||||| 
723|723-20211210010000|20211210|0100|0045||||||||||||||||||||| 
723|723-20211210014500|20211210|0145|0045||||||||||||||||||||| 
723|723-20211210023000|20211210|0230|0025||||||||||||||||||||| 
723|723-20211210025500|20211210|0255|0105||||||||||||||||||||| 
723|723-20211210040000|20211210|0400|0100||||||||||||||||||||| 
723|723-20211210050000|20211210|0500|0050||||||||||||||||||||| 
723|723-20211210055000|20211210|0550|0110||||||||||||||||||||| 
723|723-20211210070000|20211210|0700|0100||||||||||||||||||||| 
723|723-20211210080000|20211210|0800|0030||||||||||||||||||||| 
723|723-20211210083000|20211210|0830|0030||||||||||||||||||||| 
723|723-20211210090000|20211210|0900|0100||||||||||||||||||||| 
723|723-20211210100000|20211210|1000|0100||||||||||||||||||||| 
723|723-20211210110000|20211210|1100|0100||||||||||||||||||||| 
723|723-20211210120000|20211210|1200|0055||||||||||||||||||||| 
723|723-20211210125500|20211210|1255|0110||||||||||||||||||||| 
723|723-20211210140500|20211210|1405|0100||||||||||||||||||||| 
723|723-20211210150500|20211210|1505|0100||||||||||||||||||||| 
723|723-20211210160500|20211210|1605|0030||||||||||||||||||||| 
723|723-20211210163500|20211210|1635|0030||||||||||||||||||||| 
723|723-20211210170500|20211210|1705|0105||||||||||||||||||||| 
723|723-20211210181000|20211210|1810|0050||||||||||||||||||||| 
723|723-20211210190000|20211210|1900|0100||||||||||||||||||||| 
723|723-20211210200000|20211210|2000|0100||||||||||||||||||||| 
723|723-20211210210000|20211210|2100|0100||||||||||||||||||||| 
723|723-20211210220000|20211210|2200|0100||||||||||||||||||||| 
723|723-20211210230500|20211210|2305|0030||||||||||||||||||||| 
723|723-20211210233500|20211210|2335|0030||||||||||||||||||||| 
723|723-20211211000500|20211211|0005|0055||||||||||||||||||||| 
723|723-20211211010000|20211211|0100|0130||||||||||||||||||||| 
723|723-20211211023000|20211211|0230|0025||||||||||||||||||||| 
723|723-20211211025500|20211211|0255|0030||||||||||||||||||||| 
